Category:At Bertram's Hotel characters,Contessa Martinelli
Category:At Bertram's Hotel characters,Derek Luscombe
Category:At Bertram's Hotel characters,Dolly Leadbetter
Category:At Bertram's Hotel characters,Dr Stokes (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Dr Weissgarten
Category:At Bertram's Hotel characters,Dr Whittaker
Category:At Bertram's Hotel characters,Duke of Barnstable
Category:At Bertram's Hotel characters,Edmunds (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Elmer Cabot
Category:At Bertram's Hotel characters,Elvira Blake
Category:At Bertram's Hotel characters,Emma Wheeling
Category:At Bertram's Hotel characters,Ethel Merridew
Category:At Bertram's Hotel characters,Fanny Godfrey
Category:At Bertram's Hotel characters,Fred Davy
Category:At Bertram's Hotel characters,General Arlington
Category:At Bertram's Hotel characters,General Radley
Category:At Bertram's Hotel characters,Great-uncle Thomas (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Guests of Bertram's Hotel
Category:At Bertram's Hotel characters,Guido
Category:At Bertram's Hotel characters,Harry Russell
Category:At Bertram's Hotel characters,Henry (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Herman Koch
Category:At Bertram's Hotel characters,Hubert Curtain
Category:At Bertram's Hotel characters,Inspector Campbell
Category:At Bertram's Hotel characters,Inspector Larry Bird
Category:At Bertram's Hotel characters,Inspector McNeill
Category:At Bertram's Hotel characters,Jack Britten
Category:At Bertram's Hotel characters,Jane Cooper
Category:At Bertram's Hotel characters,Joel Britten
Category:At Bertram's Hotel characters,Johnnie Sedgwick
Category:At Bertram's Hotel characters,Ladislaus Malinowski
Category:At Bertram's Hotel characters,Lady Berry
Category:At Bertram's Hotel characters,Lady Jocelyn
Category:At Bertram's Hotel characters,Lord Coniston
Category:At Bertram's Hotel characters,Lord Frederick
Category:At Bertram's Hotel characters,Lord Pomfret
Category:At Bertram's Hotel characters,Louis Armstrong
Category:At Bertram's Hotel characters,Micky Gorman
Category:At Bertram's Hotel characters,Mildred Melford
Category:At Bertram's Hotel characters,Miss Cordell
Category:At Bertram's Hotel characters,Miss Evershot
Category:At Bertram's Hotel characters,Miss Gorringe
Category:At Bertram's Hotel characters,Miss Ledbury
Category:At Bertram's Hotel characters,Miss Tibbs
Category:At Bertram's Hotel characters,Monica Sotheby
Category:At Bertram's Hotel characters,Mr Bollard
Category:At Bertram's Hotel characters,Mr Hennessy King
Category:At Bertram's Hotel characters,Mr Holding
Category:At Bertram's Hotel characters,Mr Humfries
Category:At Bertram's Hotel characters,Mr Mutti
Category:At Bertram's Hotel characters,Mr Robinson
Category:At Bertram's Hotel characters,Mr Ryesville
Category:At Bertram's Hotel characters,Mr Woolmer Pickington
Category:At Bertram's Hotel characters,Mrs Cabot
Category:At Bertram's Hotel characters,Mrs Carpenter
Category:At Bertram's Hotel characters,Mrs Dalrymple
Category:At Bertram's Hotel characters,Mrs Hennessy King
Category:At Bertram's Hotel characters,Mrs Holding
Category:At Bertram's Hotel characters,Mrs Jameson (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Mrs McCrae
Category:At Bertram's Hotel characters,Mrs Posselthwaite
Category:At Bertram's Hotel characters,Mrs Rice (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Mrs Ryesville
Category:At Bertram's Hotel characters,Mrs Saunders (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Mrs Van Dylan
Category:At Bertram's Hotel characters,Mrs Woolmer Pickington
Category:At Bertram's Hotel characters,Nancy Melford
Category:At Bertram's Hotel characters,Parfitt (At Bertram's Hotel)
Category:At Bertram's Hotel characters,People in Miss Marple's reminiscences (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Raymond West
Category:At Bertram's Hotel characters,Richard Egerton
Category:At Bertram's Hotel characters,Ridgway Becker
Category:At Bertram's Hotel characters,Robert Hoffman
Category:At Bertram's Hotel characters,Ronald Graves
Category:At Bertram's Hotel characters,Rose Sheldon
Category:At Bertram's Hotel characters,Selina Hazy
Category:At Bertram's Hotel characters,Sergeant Wadell
Category:At Bertram's Hotel characters,Sir John Woodstock
Category:At Bertram's Hotel characters,Sir Richard Blake
Category:At Bertram's Hotel characters,Sonia (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Superintendent Andrews
Category:At Bertram's Hotel characters,Susan (At Bertram's Hotel)
Category:At Bertram's Hotel characters,Swanhilda
Category:At Bertram's Hotel characters,Sybil Kerr
Category:At Bertram's Hotel characters,The Bishop of Medmenham
Category:At Bertram's Hotel characters,The Bishop of Norwich
Category:At Bertram's Hotel characters,The Bishop of Westchester
Category:At Bertram's Hotel characters,The Canon of Ely
Category:At Bertram's Hotel characters,The Dean of Chislehampton
Category:At Bertram's Hotel characters,The Marchioness of Barlow
Category:At Bertram's Hotel characters,Tilly Rice
Category:At Bertram's Hotel characters,Wilhelm Hoffman
Category:At Bertram's Hotel characters,William Ludgrove
Category:Black Coffee characters,Barbara Amory
Category:Black Coffee characters,Caroline Amory
Category:Black Coffee characters,Claud Amory
Category:Black Coffee characters,Constable Johnson (Black Coffee)
Category:Black Coffee characters,Dr Carelli
Category:Black Coffee characters,Edna (Black Coffee)
Category:Black Coffee characters,Edward Raynor
Category:Black Coffee characters,Helen Amory
Category:Black Coffee characters,Jackson (Black Coffee)
Category:Black Coffee characters,Kenneth Graham
Category:Black Coffee characters,Lucia Amory
Category:Black Coffee characters,Richard Amory
Category:Black Coffee characters,Selma Goetz
Category:Black Coffee characters,Tredwell (Black Coffee)
Category:By the Pricking of My Thumbs characters,Ada Fanshawe
Category:By the Pricking of My Thumbs characters,Alice Perry
Category:By the Pricking of My Thumbs characters,Alice Warrender
Category:By the Pricking of My Thumbs characters,Amos Perry
Category:By the Pricking of My Thumbs characters,Amy Morgan
Category:By the Pricking of My Thumbs characters,Anderson (By the Pricking of My Thumbs)
Category:By the Pricking of My Thumbs characters,Andrew Beresford
Category:By the Pricking of My Thumbs characters,Anthea (By the Pricking of My Thumbs)
Category:By the Pricking of My Thumbs characters,Arthur Thomas
Category:By the Pricking of My Thumbs characters,Aunt Caroline
Category:By the Pricking of My Thumbs characters,Betty Johnson
Category:By the Pricking of My Thumbs characters,Blodgick
Category:By the Pricking of My Thumbs characters,Captain Warrender
Category:By the Pricking of My Thumbs characters,Chris Murphy
Category:By the Pricking of My Thumbs characters,Christopher Beresford
Category:By the Pricking of My Thumbs characters,Colonel John Warrender
Category:By the Pricking of My Thumbs characters,Dr Joshua Waters
Category:By the Pricking of My Thumbs characters,Dr Mortimer
Category:By the Pricking of My Thumbs characters,Dr Murray
Category:By the Pricking of My Thumbs characters,Dr Williams
Category:By the Pricking of My Thumbs characters,Elizabeth Moody
Category:By the Pricking of My Thumbs characters,Emma Boscowan
Category:By the Pricking of My Thumbs characters,Eric Johnson
Category:By the Pricking of My Thumbs characters,Ethan Maxwell
Category:By the Pricking of My Thumbs characters,Farmer Hart
Category:By the Pricking of My Thumbs characters,George Warrender
Category:By the Pricking of My Thumbs characters,Great-aunt Primrose
Category:By the Pricking of My Thumbs characters,Hannah Beresford
Category:By the Pricking of My Thumbs characters,Happy Hamish
Category:By the Pricking of My Thumbs characters,Helen Warrender
Category:By the Pricking of My Thumbs characters,Ivor Smith
Category:By the Pricking of My Thumbs characters,James Eccles
Category:By the Pricking of My Thumbs characters,Jane (By the Pricking of My Thumbs)
Category:By the Pricking of My Thumbs characters,Jane Elwood
Category:By the Pricking of My Thumbs characters,Job Perry
Category:By the Pricking of My Thumbs characters,Judith Beresford
Category:By the Pricking of My Thumbs characters,Lily Waters
Category:By the Pricking of My Thumbs characters,Louise Badcock
Category:By the Pricking of My Thumbs characters,Major Warrender
Category:By the Pricking of My Thumbs characters,Marlene (By the Pricking of My Thumbs)
Category:By the Pricking of My Thumbs characters,Mary Treves
Category:By the Pricking of My Thumbs characters,Mary Warrender
Category:By the Pricking of My Thumbs characters,Mervyn (By the Pricking of My Thumbs)
Category:By the Pricking of My Thumbs characters,Miss Charrington
Category:By the Pricking of My Thumbs characters,Miss Donovan
Category:By the Pricking of My Thumbs characters,Miss Margrave
Category:By the Pricking of My Thumbs characters,Miss Packard
Category:By the Pricking of My Thumbs characters,Mr Copleigh
Category:By the Pricking of My Thumbs characters,Mr Rockbury
Category:By the Pricking of My Thumbs characters,Mr Slicker
Category:By the Pricking of My Thumbs characters,Mr Sprig
Category:By the Pricking of My Thumbs characters,Mr Timothy
Category:By the Pricking of My Thumbs characters,Mrs Badcock
Category:By the Pricking of My Thumbs characters,Mrs Carraway
Category:By the Pricking of My Thumbs characters,Mrs Carstairs
Category:By the Pricking of My Thumbs characters,Mrs Charrington
Category:By the Pricking of My Thumbs characters,Mrs Copleigh
Category:By the Pricking of My Thumbs characters,Mrs Dickens
Category:By the Pricking of My Thumbs characters,Mrs Johnson
Category:By the Pricking of My Thumbs characters,Mrs Lancaster (By the Pricking of My Thumbs)
Category:By the Pricking of My Thumbs characters,Mrs Lockett
Category:By the Pricking of My Thumbs characters,Mrs Partington
Category:By the Pricking of My Thumbs characters,Mrs Peake
Category:By the Pricking of My Thumbs characters,Nellie Bligh
Category:By the Pricking of My Thumbs characters,Nora Johnson
Category:By the Pricking of My Thumbs characters,Nurse Jane
Category:By the Pricking of My Thumbs characters,Nurse O'Keefe
Category:By the Pricking of My Thumbs characters,Philip Starke
Category:By the Pricking of My Thumbs characters,Robert (By the Pricking of My Thumbs)
Category:By the Pricking of My Thumbs characters,Rose Waters
Category:By the Pricking of My Thumbs characters,Sarah Elizabeth Warrender
Category:By the Pricking of My Thumbs characters,Septimus Bligh
Category:By the Pricking of My Thumbs characters,Sir Josiah Penn
Category:By the Pricking of My Thumbs characters,Uncle William
Category:By the Pricking of My Thumbs characters,William Boscowan
Category:By the Pricking of My Thumbs characters,William Marl
Category:Crooked House characters,Aristide Leonides
Category:Crooked House characters,Arthur Hayward
Category:Crooked House characters,Brenda Leonides
Category:Crooked House characters,Brent
Category:Crooked House characters,Charles Hayward
Category:Crooked House characters,Chief Inspector Taverner
Category:Crooked House characters,Clemency Leonides
Category:Crooked House characters,Detective Sergeant Lamb
Category:Crooked House characters,Dr Gray
Category:Crooked House characters,Edith de Haviland
Category:Crooked House characters,Electra (Crooked House)
Category:Crooked House characters,Eustace Leonides
Category:Crooked House characters,Evans (Crooked House)
Category:Crooked House characters,Gladys (Crooked House)
Category:Crooked House characters,Glover (Crooked House)
Category:Crooked House characters,Janet Rowe
Category:Crooked House characters,Janet Wolmer
Category:Crooked House characters,Johnson (Crooked House)
Category:Crooked House characters,Josephine Leonides
Category:Crooked House characters,Joyce (Crooked House)
Category:Crooked House characters,Laurence Brown
Category:Crooked House characters,Magda West
Category:Crooked House characters,Marcia Leonides
Category:Crooked House characters,Michael Chavasse
Category:Crooked House characters,Miss Ackroyd (Crooked House)
Category:Crooked House characters,Moyra Kinoul
Category:Crooked House characters,Mr Agrodopolous
Category:Crooked House characters,Mr Gaitskill
Category:Crooked House characters,Philip Leonides
Category:Crooked House characters,Roger Leonides
Category:Crooked House characters,Sophia Leonides
Category:Crooked House characters,Vavasour Jones
Category:Crooked House characters,William (Crooked House)
Category:Dead Man's Folly characters,Alec Legge
Category:Dead Man's Folly characters,Alfred Tucker
Category:Dead Man's Folly characters,Alice Jones
Category:Dead Man's Folly characters,Amanda Brewis
Category:Dead Man's Folly characters,Amy Folliat
Category:Dead Man's Folly characters,Bickford
Category:Dead Man's Folly characters,Bob Hoskins
Category:Dead Man's Folly characters,Captain Warburton
Category:Dead Man's Folly characters,Connie Masterton
Category:Dead Man's Folly characters,Constable Lorimer
Category:Dead Man's Folly characters,Dorothy (Dead Man's Folly)
Category:Dead Man's Folly characters,Dr Cook
Category:Dead Man's Folly characters,Edward (Dead Man's Folly)
Category:Dead Man's Folly characters,Elsa (Dead Man's Folly)
Category:Dead Man's Folly characters,Etienne de Sousa
Category:Dead Man's Folly characters,Frank Cottrell
Category:Dead Man's Folly characters,Gary Tucker
Category:Dead Man's Folly characters,George Stubbs
Category:Dead Man's Folly characters,Hattie Stubbs
Category:Dead Man's Folly characters,Henden
Category:Dead Man's Folly characters,Henry Folliat
Category:Dead Man's Folly characters,Hodgson
Category:Dead Man's Folly characters,Inspector Bland
Category:Dead Man's Folly characters,James Folliat
Category:Dead Man's Folly characters,Jim Warburton
Category:Dead Man's Folly characters,Lucy Knapper
Category:Dead Man's Folly characters,Major Folliat
Category:Dead Man's Folly characters,Major Merrall
Category:Dead Man's Folly characters,Marilyn Tucker
Category:Dead Man's Folly characters,Marlene Tucker
Category:Dead Man's Folly characters,Marylin Gale
Category:Dead Man's Folly characters,Michael Weyman
Category:Dead Man's Folly characters,Miss Bird
Category:Dead Man's Folly characters,Mitchell (Dead Man's Folly)
Category:Dead Man's Folly characters,Mr Benson (Dead Man's Folly)
Category:Dead Man's Folly characters,Mr Fletcher
Category:Dead Man's Folly characters,Mr Knapper
Category:Dead Man's Folly characters,Mr Merdell
Category:Dead Man's Folly characters,Mrs Knapper
Category:Dead Man's Folly characters,Mrs Tucker
Category:Dead Man's Folly characters,Mrs Warburton
Category:Dead Man's Folly characters,Muriel (Dead Man's Folly)
Category:Dead Man's Folly characters,Old Merdell
Category:Dead Man's Folly characters,Old Squire Folliat
Category:Dead Man's Folly characters,Otterweight
Category:Dead Man's Folly characters,Pamela (Dead Man's Folly)
Category:Dead Man's Folly characters,Paterson
Category:Dead Man's Folly characters,Reggie (Dead Man's Folly)
Category:Dead Man's Folly characters,Roger (Dead Man's Folly)
Category:Dead Man's Folly characters,Rogers (Dead Man's Folly)
Category:Dead Man's Folly characters,Sally Legge
Category:Dead Man's Folly characters,Sergeant Farrell
Category:Dead Man's Folly characters,Sir Gervase Folliat
Category:Dead Man's Folly characters,Superintendent Baldwin
Category:Dead Man's Folly characters,The Lawders
Category:Dead Man's Folly characters,Violet (Dead Man's Folly)
Category:Dead Man's Folly characters,Wilfred Masterton
Category:Death in the Clouds characters,Albert Davis
Category:Death in the Clouds characters,Anne Morisot
Category:Death in the Clouds characters,Armand Dupont
Category:Death in the Clouds characters,Betsy (Death in the Clouds)
Category:Death in the Clouds characters,Chattisley
Category:Death in the Clouds characters,"Cicely, Countess of Horbury"
Category:Death in the Clouds characters,Colonel Blunt (Death in the Clouds)
Category:Death in the Clouds characters,Constable Rogers
Category:Death in the Clouds characters,Daniel Clancy
Category:Death in the Clouds characters,Detective-sergeant Wilson
Category:Death in the Clouds characters,Dr James Whistler
Category:Death in the Clouds characters,Elise Grandier
Category:Death in the Clouds characters,Ffoulkes
Category:Death in the Clouds characters,George Ebermann
Category:Death in the Clouds characters,George Leman
Category:Death in the Clouds characters,Georges (Death in the Clouds)
Category:Death in the Clouds characters,Gladys (Death in the Clouds)
Category:Death in the Clouds characters,Henry Mitchell
Category:Death in the Clouds characters,James Richards
Category:Death in the Clouds characters,James Ryder
Category:Death in the Clouds characters,Jane Grey
Category:Death in the Clouds characters,Jean Dupont
Category:Death in the Clouds characters,John Gale
Category:Death in the Clouds characters,Jules Perrot
Category:Death in the Clouds characters,Lady Higginson
Category:Death in the Clouds characters,Lord Cottesmore
Category:Death in the Clouds characters,Lord Horbury
Category:Death in the Clouds characters,Madame Giselle
Category:Death in the Clouds characters,Maître Alexandre Thibault
Category:Death in the Clouds characters,Miss Ross
Category:Death in the Clouds characters,Monsieur Antoine
Category:Death in the Clouds characters,Monsieur Fournier
Category:Death in the Clouds characters,Monsieur Georges
Category:Death in the Clouds characters,Monsieur Gilles
Category:Death in the Clouds characters,Monsieur Henri (Death in the Clouds)
Category:Death in the Clouds characters,Mr Henry Winterspoon
Category:Death in the Clouds characters,Mrs Lorrie
Category:Death in the Clouds characters,Mère Angélique
Category:Death in the Clouds characters,Norman Gale
Category:Death in the Clouds characters,Old Johnson
Category:Death in the Clouds characters,Raymond Barraclough
Category:Death in the Clouds characters,Roger Bryant
Category:Death in the Clouds characters,Ruth Mitchell
Category:Death in the Clouds characters,Venetia Kerr
Category:Death in the Clouds characters,Zeropoulos
Category:Dumb Witness characters,Agnes Arundell
Category:Dumb Witness characters,Albert (Dumb Witness)
Category:Dumb Witness characters,Angus (Dumb Witness)
Category:Dumb Witness characters,Annie (Dumb Witness)
Category:Dumb Witness characters,Arabella Arundell
Category:Dumb Witness characters,Bella Tanios
Category:Dumb Witness characters,Bob (Dumb Witness)
Category:Dumb Witness characters,Caroline Peabody
Category:Dumb Witness characters,Charles Arundell
Category:Dumb Witness characters,Dr Grainger
Category:Dumb Witness characters,Dr Harding
Category:Dumb Witness characters,Edward Tanios
Category:Dumb Witness characters,Ellen (Dumb Witness)
Category:Dumb Witness characters,Emily Arundell
Category:Dumb Witness characters,Great-aunt Mary
Category:Dumb Witness characters,Isabel Tripp
Category:Dumb Witness characters,Jacob Tanios
Category:Dumb Witness characters,John (Dumb Witness)
Category:Dumb Witness characters,John Arundell
Category:Dumb Witness characters,Julia Tripp
Category:Dumb Witness characters,Mary Fox
Category:Dumb Witness characters,Mary Tanios
Category:Dumb Witness characters,Matilda Arundell
Category:Dumb Witness characters,Miss Jenkins
Category:Dumb Witness characters,Mr Gabler
Category:Dumb Witness characters,Mr Jones (Dumb Witness)
Category:Dumb Witness characters,Mr Lonsdale
Category:Dumb Witness characters,Mr Varley
Category:Dumb Witness characters,Mrs Finch (Dumb Witness)
Category:Dumb Witness characters,Mrs Lamphrey
Category:Dumb Witness characters,Mrs Samuels
Category:Dumb Witness characters,Mrs Varley
Category:Dumb Witness characters,Nurse Carruthers
Category:Dumb Witness characters,Professor Biggs
Category:Dumb Witness characters,Rex Donaldson
Category:Dumb Witness characters,Rogers (Dumb Witness)
Category:Dumb Witness characters,Sergeant Keeley
